Not Hispanic,Asian Alone,Hawaiian or Pacific Islander Alone,Population Growth,Female Population,high,Total Population_y,Hispanic,Population 55+,American Indian or Alaskan Native,Two or More Races,Male Population,low,Black Alone,Total Population_x,Population 45-64,Population 25-44,Population 5-17,Population 0-4,Population 18-54,Population 65+,Population 18-24,White Alone,Population Under 18,Predictions,isTarget,County,State
0.282298046196366,-0.2494556287091806,-0.22874860759401922,6.983549671659033,0.0714593494198753,-1.1162526882464292,0.05349284096170753,-0.2556154772197744,0.024910056468032626,-0.25137076507500655,-0.271666885358918,0.035046697464948345,-0.9989525323436321,0.9119115220446006,0.05349284096170753,0.004574096893139062,0.06542726202570508,0.07717341914000247,0.048014971297196306,0.058474465354668485,0.10406220999203879,0.0400455646812654,-0.03770452365551672,0.06916894552371879,1,1.0,Jefferson , AL
0.282298046196366,-0.2494556287091806,-0.22874860759401922,6.983549671659033,0.0714593494198753,-1.1162526882464292,0.05349284096170753,-0.2556154772197744,0.024910056468032626,-0.25137076507500655,-0.271666885358918,0.035046697464948345,-0.9989525323436321,0.9119115220446006,0.05349284096170753,0.004574096893139062,0.06542726202570508,0.07717341914000247,0.048014971297196306,0.058474465354668485,0.10406220999203879,0.0400455646812654,-0.03770452365551672,0.06916894552371879,1,1.0,Jefferson , AL
-0.31347884929990183,-0.2728863373190564,-0.2695193822665647,0.3319367204187368,-0.30272328357617845,1.552579740337577,-0.3024527948293481,-0.26760233422920715,-0.3414975764568691,-0.3043798095536361,-0.3543702472642938,-0.30229338445303583,1.0372252706089655,-0.33205235115093956,-0.3024527948293481,-0.31467547050842887,-0.2770950516254344,-0.2953140932238266,-0.2903069310487562,-0.28822788444352365,-0.34487822611828295,-0.30854094316710634,-0.2843366845580213,-0.29401181415709643,1,1.0,Shelby , AL
-0.36287989143901517,-0.2616680592144357,-0.2614326170422581,-0.02873671413414477,-0.32915742664025416,1.552579740337577,-0.3297562776263383,-0.26357965803265704,-0.33925475592832544,-0.3112899171374574,-0.333854875997617,-0.3305104044708655,1.9496109528063048,-0.28699181971198723,-0.3297562776263383,-0.3172549717263502,-0.33388130298418706,-0.3092933552363925,-0.34973789730311394,-0.32839510620295664,-0.3491852330708577,-0.33805913213253946,-0.33401937172876844,-0.3205027206314063,1,1.0,Fayette , GA
0.4628815206401973,-0.05725619555912031,-0.1915157927071079,-0.016853695678721598,0.19994958426852402,-0.7192362939116183,0.19611354827895278,-0.17318105453307892,0.05942841912612912,-0.19135695400455816,-0.05767502237509789,0.1923351185446107,-0.5427596912449627,1.5157810863108419,0.19611354827895278,0.17038242518017385,0.2744311812632112,0.19314524960364618,0.2463939657916982,0.24840660973285697,0.0028793433021559577,0.22366370021488086,-0.002052137461823406,0.2078484950824427,1,1.0,Fulton , GA
0.19302853251689167,-0.16596701289143662,-0.19892866082938887,-0.02617831621216839,0.030063429887328873,0.14096589381380498,0.03215436246986804,-0.18481824935080535,-0.12641861401291418,-0.2304511243075474,-0.17634817481663265,0.034393642239042586,0.15821955239445634,0.2645762264189126,0.03215436246986804,-0.013616411695578968,0.12883966140711037,0.06310273744410164,0.09353856782718625,0.08219187381080338,-0.15625444646505435,-0.010466163850100808,0.03783113683705771,0.07149468111170487,1,1.0,Cobb , GA
-0.37138030264614286,-0.2778116811922502,-0.26884548516453916,0.0039113407338038295,-0.3383220398325617,1.552579740337577,-0.33693079491516315,-0.2685061485550909,-0.3797007878759555,-0.31162122366544887,-0.3477539783118637,-0.3356355595092908,1.9496109528063048,-0.3394815440678915,-0.33693079491516315,-0.36094457568789673,-0.30801862625133447,-0.32095930178370013,-0.3123827860027978,-0.3253412246587268,-0.38510971790750104,-0.3401752273487547,-0.3301946719278236,-0.31868132671367744,1,1.0,Paulding , GA
-0.27465773315579856,-0.2643628682598102,-0.26126414276675175,-0.018379380950349685,-0.27578910468954454,1.552579740337577,-0.2757465004679832,-0.25885141348498525,-0.3004524555358428,-0.29799032651380125,-0.32958392626339905,-0.2758061916609994,1.0372252706089655,-0.29495096172368174,-0.2757465004679832,-0.2754218269746713,-0.2595516909603348,-0.26626648253635676,-0.26794832083676434,-0.267988686335659,-0.3126884077129997,-0.2937952416920873,-0.2570183605215965,-0.2667975376300177,1,1.0,Shelby , AL
-0.20954986684311883,-0.21053733777673128,-0.2289170818695256,-0.026420171100932296,-0.2139174635340841,-1.1162526882464292,-0.21946561844096574,-0.21810328021577927,-0.27609151094929857,-0.24602253112314484,-0.23888179144538396,-0.22515315870006045,-0.9989525323436321,0.5120376896873028,-0.21946561844096574,-0.23052343077572224,-0.2081007795678739,-0.18964088882630697,-0.17933072851176435,-0.2088771122431148,-0.3055312605891239,-0.19589235542288755,-0.34993561556523867,-0.18685217801324708,1,1.0,Clayton , GA
0.572776688300663,0.020111065629336723,-0.19387443256419729,-0.017679622282484566,0.27455655512697225,-1.1162526882464292,0.2675917751844562,-0.1577615762756005,0.1763079683881157,-0.17640083074094481,0.08336506913696537,0.2609674470932806,-0.9989525323436321,1.77623868438862,0.2675917751844562,0.25711675779878657,0.32979172930926254,0.24368443541251034,0.2621549533181843,0.31378924921117346,0.12345241310470403,0.3170397498823037,0.026715212936546134,0.2488298582313424,1,1.0,Fulton , GA
0.572776688300663,0.020111065629336723,-0.19387443256419729,-0.017679622282484566,0.27455655512697225,-1.1162526882464292,0.2675917751844562,-0.1577615762756005,0.1763079683881157,-0.17640083074094481,0.08336506913696537,0.2609674470932806,-0.9989525323436321,1.77623868438862,0.2675917751844562,0.25711675779878657,0.32979172930926254,0.24368443541251034,0.2621549533181843,0.31378924921117346,0.12345241310470403,0.3170397498823037,0.026715212936546134,0.2488298582313424,1,1.0,Fulton , GA
0.572776688300663,0.020111065629336723,-0.19387443256419729,-0.017679622282484566,0.27455655512697225,-1.1162526882464292,0.2675917751844562,-0.1577615762756005,0.1763079683881157,-0.17640083074094481,0.08336506913696537,0.2609674470932806,-0.9989525323436321,1.77623868438862,0.2675917751844562,0.25711675779878657,0.32979172930926254,0.24368443541251034,0.2621549533181843,0.31378924921117346,0.12345241310470403,0.3170397498823037,0.026715212936546134,0.2488298582313424,1,1.0,Fulton , GA
0.2632317360754281,-0.22901747021898095,-0.2156076141045211,-0.03272501499196822,0.06772601963356638,-0.9177444910790238,0.05158844281676439,-0.23447496354888653,0.1211014679150498,-0.22846328513959882,-0.1970363590783356,0.03526484867531515,-0.7430394751419395,1.01642540800028,0.05158844281676439,0.07814292329560779,0.023977205844688942,0.032453294913849844,0.050182761608148205,0.02803080243206344,0.1137457491135994,0.02712131225311522,-0.06795739014529015,0.037340663201886976,1,1.0,Jefferson , AL
0.19545989325820434,-0.153921115529435,-0.20263509489052936,-0.028472872507902553,0.03826997986405734,0.6482646199082854,0.03857207413750882,-0.17350417986202182,-0.09824939027387626,-0.2212692005317848,-0.14477277186828172,0.03896922403596689,0.5253991562055804,0.31784849242873575,0.03857207413750882,0.011173600009119638,0.11333135848852571,0.06642961896372565,0.11260883911338633,0.07873680867002623,-0.14020000578411476,0.0007906591197025317,0.03277442853884641,0.07915491059481145,1,1.0,Cobb , GA
0.19545989325820434,-0.153921115529435,-0.20263509489052936,-0.028472872507902553,0.03826997986405734,0.6482646199082854,0.03857207413750882,-0.17350417986202182,-0.09824939027387626,-0.2212692005317848,-0.14477277186828172,0.03896922403596689,0.5253991562055804,0.31784849242873575,0.03857207413750882,0.011173600009119638,0.11333135848852571,0.06642961896372565,0.11260883911338633,0.07873680867002623,-0.14020000578411476,0.0007906591197025317,0.03277442853884641,0.07915491059481145,1,1.0,Cobb , GA
-0.3596431424521427,-0.27356256280984326,-0.2582316058076368,-0.0027321851699576402,-0.3277142338190494,1.552579740337577,-0.3281133214232588,-0.26417439595694325,-0.36107785124565855,-0.3082608288815357,-0.33612613250367507,-0.3286603143983316,1.9496109528063048,-0.2325853635835094,-0.3281133214232588,-0.3394766488850665,-0.3083535386119038,-0.31678181973217706,-0.3197658399603876,-0.31726097555390964,-0.3691015269656495,-0.3257442615546285,-0.3400027271040352,-0.31768417118276887,1,1.0,Douglas , GA
0.2626063620386001,-0.2343212985086599,-0.204656786196606,-0.03206522194661226,0.06716093850075663,-0.7192362939116183,0.051021526605986516,-0.2349260902158648,0.07933081713176979,-0.21719886318789003,-0.22653800608637265,0.03445936728319156,-0.5427596912449627,0.9876149978683405,0.051021526605986516,0.07738358960375216,0.024123730002438018,0.03986226403282136,0.05204685182722762,0.04218666850382214,0.08148655609968407,0.0466951930031064,-0.06129705426295184,0.043225610005688184,1,1.0,Jefferson , AL
0.2537517670311754,-0.1020334252587602,-0.1925266383601462,-0.025664458514625003,0.09859001934789391,-0.22296580099310476,0.09063410882898026,-0.13322590516292124,0.05107127847211936,-0.16234396805330825,0.032681486452864915,0.082887537579428,-0.10882015946817944,0.5659389606974279,0.09063410882898026,0.11706715000716328,0.09893943010517212,0.11462766592544699,0.09633470315580538,0.09866611816645535,0.004844957213398111,0.05614395993373847,0.039308970880154406,0.10962291138314954,1,1.0,Cobb , GA
0.26240764505493513,-0.23713722256730965,-0.21358592279844446,-0.034471458693559005,0.06544265822161335,-0.7192362939116183,0.04876624585485803,-0.23977765312579016,0.058356682068194145,-0.22515021985968448,-0.24184429993154666,0.03164857284192693,-0.5427596912449627,0.965134260101644,0.04876624585485803,0.06636766773587596,0.027740318340530267,0.04792309524165946,0.04743898836433469,0.04488822855621246,0.07319629036815098,0.03972413249652384,-0.05874277320080941,0.04780215041922214,1,1.0,Jefferson , AL
-0.3772775213672594,-0.27728180300917094,-0.2642966797258667,-0.01640672156856215,-0.3389142231779762,0.6482646199082854,-0.33801646697900717,-0.26309418954327907,-0.35991880976446483,-0.3075035568175553,-0.3424955257489249,-0.33723113983639674,0.5253991562055804,-0.3393775353670542,-0.33801646697900717,-0.3472961109103887,-0.32479913098402613,-0.32896448622876917,-0.3284998357059619,-0.3312509676386344,-0.3638521815791558,-0.3359966089471145,-0.33214495194181276,-0.32892090359609943,1,1.0,Bartow , GA
-0.2718792021547889,-0.26497348978507296,-0.2506502634098494,0.0024031737732493567,-0.270539406107998,1.552579740337577,-0.2690384506438518,-0.24734222000529416,-0.31027269790377504,-0.284927383410139,-0.307710738607231,-0.267589162737183,1.9496109528063048,-0.3342563450496353,-0.2690384506438518,-0.2788248702480978,-0.24588540602488143,-0.25229914483031285,-0.23791342899227133,-0.25946353490902985,-0.3233720974423394,-0.29005189604061793,-0.24109539489285747,-0.2484049174038378,1,1.0,Cherokee , GA
0.21014858512134613,-0.1402855836181956,-0.1937059582886909,-0.019900031307304666,0.05524816095032401,0.6482646199082854,0.05341028034848746,-0.1594536915247508,-0.06926432175197211,-0.20574512322018615,-0.10709953895257918,0.051608010185295095,0.5253991562055804,0.3920958464407532,0.05341028034848746,0.04034094711392718,0.11253129007161013,0.08451084241984229,0.129553209756479,0.08615870520615043,-0.12043980475874512,0.01336669334771602,0.034663252166378056,0.09692791105467533,1,1.0,Cobb , GA
-0.34163120126806246,-0.27577795826100315,-0.26513905110339864,0.016042874446813755,-0.31828266383258474,1.552579740337577,-0.31761573945232574,-0.2644101057379596,-0.3625439634569348,-0.3079768518575431,-0.32748548275236716,-0.3170563480930511,1.9496109528063048,-0.2970212301498723,-0.31761573945232574,-0.33846885674256694,-0.2915962916820294,-0.2951352286259974,-0.29202440743037994,-0.30742426236933756,-0.37115964035506777,-0.3260589972355213,-0.3127391376617991,-0.29435476649287134,1,1.0,Paulding , GA
-0.31954088622511695,-0.2651046977161211,-0.26126414276675175,0.01034842766570721,-0.30532916131812843,1.552579740337577,-0.3051545908969752,-0.26563704539278626,-0.3490599458094889,-0.3079295223535443,-0.3313614313550967,-0.3050957884631325,1.9496109528063048,-0.24869185382746115,-0.3051545908969752,-0.3248176002970741,-0.27825329020573664,-0.285011492388862,-0.28548961924664085,-0.2939717534363973,-0.3555619158476227,-0.3152374470158888,-0.30662038618511805,-0.2852160954278108,1,1.0,Henry , GA
0.572776688300663,0.020111065629336723,-0.19387443256419729,-0.017679622282484566,0.27455655512697225,-1.1162526882464292,0.2675917751844562,-0.1577615762756005,0.1763079683881157,-0.17640083074094481,0.08336506913696537,0.2609674470932806,-0.9989525323436321,1.77623868438862,0.2675917751844562,0.25711675779878657,0.32979172930926254,0.24368443541251034,0.2621549533181843,0.31378924921117346,0.12345241310470403,0.3170397498823037,0.026715212936546134,0.2488298582313424,1,1.0,Fulton , GA
0.572776688300663,0.020111065629336723,-0.19387443256419729,-0.017679622282484566,0.27455655512697225,-1.1162526882464292,0.2675917751844562,-0.1577615762756005,0.1763079683881157,-0.17640083074094481,0.08336506913696537,0.2609674470932806,-0.9989525323436321,1.77623868438862,0.2675917751844562,0.25711675779878657,0.32979172930926254,0.24368443541251034,0.2621549533181843,0.31378924921117346,0.12345241310470403,0.3170397498823037,0.026715212936546134,0.2488298582313424,1,1.0,Fulton , GA
0.2444833731283542,-0.10885623767326635,-0.18831478147248654,-0.025447407372735372,0.09030622806524181,-0.22296580099310476,0.08396389928590807,-0.13598261690646316,0.032517583280958655,-0.16021414037336332,0.016288939496097894,0.07780433469684248,-0.10882015946817944,0.5360438883996135,0.08396389928590807,0.11166527245664618,0.09646014832484649,0.11100267674277423,0.09614619965050522,0.09532034983884011,-0.021234114414876454,0.047753240611214026,0.03766405228637622,0.10694269564978268,1,1.0,Cobb , GA
0.2444833731283542,-0.10885623767326635,-0.18831478147248654,-0.025447407372735372,0.09030622806524181,-0.22296580099310476,0.08396389928590807,-0.13598261690646316,0.032517583280958655,-0.16021414037336332,0.016288939496097894,0.07780433469684248,-0.10882015946817944,0.5360438883996135,0.08396389928590807,0.11166527245664618,0.09646014832484649,0.11100267674277423,0.09614619965050522,0.09532034983884011,-0.021234114414876454,0.047753240611214026,0.03766405228637622,0.10694269564978268,1,1.0,Cobb , GA
0.2763599151550832,-0.07400034614442462,-0.1765215821870395,-0.023418444020113435,0.10115795399219717,-0.22296580099310476,0.08687760092746669,-0.17194006595090688,0.031120712508818694,-0.14932835445364476,-0.037999028512833856,0.07257150245842843,-0.10882015946817944,1.547270958688162,0.08687760092746669,0.08529238500458675,0.13743807110867115,0.058189923157058294,0.14367002782006916,0.11261239152591532,-0.016834607984125637,0.07488077770263184,-0.15913658175942938,0.08172849408932392,1,1.0,DeKalb , GA
0.2763599151550832,-0.07400034614442462,-0.1765215821870395,-0.023418444020113435,0.10115795399219717,-0.22296580099310476,0.08687760092746669,-0.17194006595090688,0.031120712508818694,-0.14932835445364476,-0.037999028512833856,0.07257150245842843,-0.10882015946817944,1.547270958688162,0.08687760092746669,0.08529238500458675,0.13743807110867115,0.058189923157058294,0.14367002782006916,0.11261239152591532,-0.016834607984125637,0.07488077770263184,-0.15913658175942938,0.08172849408932392,1,1.0,DeKalb , GA
0.26217386036827045,-0.23640548602877162,-0.20768932315572095,-0.032590670121778936,0.0661947446213961,-0.7192362939116183,0.04969298873825342,-0.2373627986143183,0.06794511613988762,-0.2200859629318154,-0.23540084397414276,0.03275610975609688,-0.5427596912449627,0.9755945637287123,0.04969298873825342,0.07154621184761198,0.024754016458787213,0.042513434849534876,0.054403145643479686,0.04341979372526065,0.07763626532060384,0.044438471206066706,-0.06000358937922783,0.045796311547799194,1,1.0,Jefferson , AL
-0.27003931667073783,-0.2628489305938695,-0.25890550290966236,-0.017499283065453026,-0.27236202990566966,1.552579740337577,-0.2722768906974094,-0.25714681030041686,-0.29455790171720053,-0.2959551578418539,-0.326275791787184,-0.2722906010016266,1.0372252706089655,-0.28956232046125263,-0.2722768906974094,-0.2709942415508366,-0.2580213275349556,-0.26231953707759137,-0.26541399593217324,-0.2656098733433115,-0.3067337538054132,-0.2902193086368375,-0.2536920336045809,-0.26323832641420253,1,1.0,Shelby , AL
0.2444833731283542,-0.10885623767326635,-0.18831478147248654,-0.025447407372735372,0.09030622806524181,-0.22296580099310476,0.08396389928590807,-0.13598261690646316,0.032517583280958655,-0.16021414037336332,0.016288939496097894,0.07780433469684248,-0.10882015946817944,0.5360438883996135,0.08396389928590807,0.11166527245664618,0.09646014832484649,0.11100267674277423,0.09614619965050522,0.09532034983884011,-0.021234114414876454,0.047753240611214026,0.03766405228637622,0.10694269564978268,1,1.0,Cobb , GA
0.2763599151550832,-0.07400034614442462,-0.1765215821870395,-0.023418444020113435,0.10115795399219717,-0.22296580099310476,0.08687760092746669,-0.17194006595090688,0.031120712508818694,-0.14932835445364476,-0.037999028512833856,0.07257150245842843,-0.10882015946817944,1.547270958688162,0.08687760092746669,0.08529238500458675,0.13743807110867115,0.058189923157058294,0.14367002782006916,0.11261239152591532,-0.016834607984125637,0.07488077770263184,-0.15913658175942938,0.08172849408932392,1,1.0,DeKalb , GA
0.2763599151550832,-0.07400034614442462,-0.1765215821870395,-0.023418444020113435,0.10115795399219717,-0.22296580099310476,0.08687760092746669,-0.17194006595090688,0.031120712508818694,-0.14932835445364476,-0.037999028512833856,0.07257150245842843,-0.10882015946817944,1.547270958688162,0.08687760092746669,0.08529238500458675,0.13743807110867115,0.058189923157058294,0.14367002782006916,0.11261239152591532,-0.016834607984125637,0.07488077770263184,-0.15913658175942938,0.08172849408932392,1,1.0,DeKalb , GA
-0.36676305508451545,-0.27519761548905924,-0.2568838116035857,-0.02370266199208753,-0.3302943644590248,0.14096589381380498,-0.3296812850693301,-0.25822389473022656,-0.3317285125439507,-0.29978884766575475,-0.3219801544822481,-0.3290560630684201,0.15821955239445634,-0.326579512368785,-0.3296812850693301,-0.3295578525352023,-0.32597830158686397,-0.3275852414410636,-0.331809119465676,-0.3277534696174532,-0.33347188421569246,-0.3294206421676101,-0.32438608315154555,-0.32883156307165384,1,1.0,Bartow , GA
0.2867493066304615,-0.06168194000255366,-0.18005954197267363,-0.02781119576050339,0.1072329149475594,-0.22296580099310476,0.09181954163379856,-0.17460155718688591,0.04891877286418817,-0.15491323592550035,-0.024173988910741188,0.07643110079568732,-0.10882015946817944,1.572921485432758,0.09181954163379856,0.09081709594643343,0.13875213696784938,0.06343661802671623,0.1486025362087568,0.11194375219833656,0.006700727994306144,0.06669095349557087,-0.15996048144037608,0.08689007084035623,1,1.0,DeKalb , GA
0.5830363292749424,0.0359468536150766,-0.19421138111521005,-0.028779161772707854,0.28154215042585523,-1.1162526882464292,0.27326850534844677,-0.1585826580293395,0.1967432244253701,-0.18316894981276985,0.10116480762465968,0.26547730384605595,-0.9989525323436321,1.788581050221316,0.27326850534844677,0.2618207183531128,0.3283799806782516,0.25413410269457903,0.25792409686589163,0.31280943542729844,0.15536473307545898,0.3132093496808001,0.02867893653507293,0.2552422023246126,1,1.0,Fulton , GA
-0.31296452298923955,-0.2730024058734452,-0.25890550290966236,-0.003214608965405058,-0.3004453426067464,1.552579740337577,-0.297970441536608,-0.2581193082711001,-0.3494994784231364,-0.2955291923058649,-0.33622488278654716,-0.2955334937420542,1.9496109528063048,-0.3610608730939978,-0.297970441536608,-0.31609363784468864,-0.2664708872984856,-0.28271010123012563,-0.2741794089286309,-0.28249044467495366,-0.3574061241937587,-0.309136932009648,-0.27338016315988406,-0.2804349363937725,1,1.0,Cherokee , GA
0.23753529224067993,-0.12334966759520548,-0.1874724100949546,-0.031321800529793845,0.06977359179585778,0.14096589381380498,0.05828479655402294,-0.18496654358389508,-0.07054077262996208,-0.1800452025488506,-0.13860087918877606,0.04652620570790422,0.15821955239445634,1.4628555159704764,0.05828479655402294,0.011335516752235911,0.14343625845525632,0.06443825977456002,0.11414828440667102,0.10419910860216955,-0.0960430673897984,0.05681361031861672,-0.16868824857338832,0.07813469944469116,1,1.0,DeKalb , GA
0.41197958081269676,-0.09104728426291707,-0.17449989088096288,-0.027024498207633942,0.1635350514127368,-0.9177444910790238,0.1613059937453676,-0.18417980365255585,0.023588448129736414,-0.20110683182830608,-0.11549331299670687,0.1591649473272988,-0.7430394751419395,1.378885824827808,0.1613059937453676,0.13246878227910272,0.24270288665983208,0.1536002744080198,0.21738537080939496,0.21501579038946247,-0.023344258760768767,0.1827212756834248,-0.015312313096080866,0.17119294248814906,1,1.0,Fulton , GA
0.41197958081269676,-0.09104728426291707,-0.17449989088096288,-0.027024498207633942,0.1635350514127368,-0.9177444910790238,0.1613059937453676,-0.18417980365255585,0.023588448129736414,-0.20110683182830608,-0.11549331299670687,0.1591649473272988,-0.7430394751419395,1.378885824827808,0.1613059937453676,0.13246878227910272,0.24270288665983208,0.1536002744080198,0.21738537080939496,0.21501579038946247,-0.023344258760768767,0.1827212756834248,-0.015312313096080866,0.17119294248814906,1,1.0,Fulton , GA
0.3014625458857031,0.18729520207916991,-0.12951725932075778,-0.023398087418225366,0.1749626993575438,0.14096589381380498,0.1737637022751673,-0.008329380070887878,0.03515176846548983,0.01793411267803088,0.1110151483411507,0.17270710323237673,0.15821955239445634,0.6814133826032505,0.1737637022751673,0.18308451451084712,0.18669112013489597,0.3010443245519298,0.23792178047015186,0.18313969629200602,-0.044318515437199744,0.10658872342661685,0.07082745482853826,0.28375047547995125,1,1.0,Gwinnett , GA
0.3014625458857031,0.18729520207916991,-0.12951725932075778,-0.023398087418225366,0.1749626993575438,0.14096589381380498,0.1737637022751673,-0.008329380070887878,0.03515176846548983,0.01793411267803088,0.1110151483411507,0.17270710323237673,0.15821955239445634,0.6814133826032505,0.1737637022751673,0.18308451451084712,0.18669112013489597,0.3010443245519298,0.23792178047015186,0.18313969629200602,-0.044318515437199744,0.10658872342661685,0.07082745482853826,0.28375047547995125,1,1.0,Gwinnett , GA
-0.3202410713616777,-0.27458194750491,-0.2632858340728284,2.8150216416310494,-0.30558934255913434,1.552579740337577,-0.30306993541316823,-0.25997220568875823,-0.35426810623147625,-0.2995522001457609,-0.3431620901583115,-0.30059012692594117,1.9496109528063048,-0.36709833053784074,-0.30306993541316823,-0.32202034897634124,-0.2707828839408155,-0.28848544035559004,-0.279928765840286,-0.2874100871121004,-0.3614818824508932,-0.3140119868115616,-0.27865004829862,-0.2862046051015149,1,1.0,Cherokee , GA
0.17992490082933643,-0.18169177878167417,-0.21257507714540616,54.21250541842231,0.01501492633852279,-0.48764339721631195,0.01872931875517308,-0.19777916532284862,-0.1537479089902559,-0.23901776453132595,-0.21058983540253,0.022635851362349562,-0.3424799073479857,0.19791655477274206,0.01872931875517308,-0.04116459136922377,0.12789074305216397,0.05445761521568798,0.05849786067527773,0.07587323216518414,-0.17254013584143418,-0.016486320810156253,0.03659336680356087,0.05558342190319043,1,1.0,Cobb , GA
